url_path,views_total,views_unique
/hhollandmoritz/snakemake_guide/tree/main/.github/workflows,3,1
/hhollandmoritz/snakemake_guide/blob/main/.github/workflows/github-repo-stats.yml,2,1
/hhollandmoritz/snakemake_guide/blob/main/snakemake_guide.md,2,1
/hhollandmoritz/snakemake_guide,1,1
